source_path,plan_label,beam_number,beam_name,control_point_index,gantry_angle_deg,axial_position_mm,cumulative_meterset_weight,dose_rate_mu_per_min,jaw_x1_mm,jaw_x2_mm,jaw_y1_mm,jaw_y2_mm,delta_gantry_deg,delta_axial_mm,delta_cumulative_meterset_weight,aperture_width_mm
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,109,284.0,-100.62020683,0.23826144794,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689499999996,0.0020747845349900207,36.085100000000004
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,110,280.0,-100.99057579,0.24035860314,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689599999933,0.0020971551999999782,41.1994
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,111,276.0,-101.36094475,0.24246153,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689600000075,0.0021029268600000206,49.0876
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,112,272.0,-101.73131371,0.24448756822,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689599999933,0.0020260382199999982,50.22709999999999
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,113,268.0,-102.10168266,0.2464167208,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689499999996,0.001929152579999982,63.68919999999999
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,114,264.0,-102.47205162,0.24830265837,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689600000075,0.0018859375700000236,62.6418
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,115,260.0,-102.84242058,0.25016749832,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689599999933,0.0018648399500000024,55.3679
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,116,256.0,-103.21278954,0.25215393912,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689600000075,0.001986440799999989,48.2072
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,117,252.0,-103.58315849,0.25430002978,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689499999996,0.0021460906599999885,45.7163
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,118,248.0,-103.95352745,0.25661388576,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689599999933,0.0023138559800000014,42.6376
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,119,244.0,-104.32389641,0.25879309684,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689600000075,0.002179211080000021,37.8444
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,120,240.0,-104.69426537,0.26074739733,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689599999933,0.001954300490000005,40.32299999999999
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,121,236.0,-105.06463432312,0.26244952807,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.37036895312000695,0.001702130739999974,42.564400000000006
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,122,232.0,-105.43500328064,0.26413675759,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689575200002,0.0016872295199999998,48.825700000000005
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,123,228.0,-105.80537224,0.26577823292,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.37036895935999326,0.0016414753300000307,50.2355
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,124,224.0,-106.1757412,0.26748211218,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689600000075,0.0017038792599999852,59.920100000000005
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,125,220.0,-106.54611015,0.26921464402,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689499999996,0.0017325318399999956,68.4309
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,126,216.0,-106.91647911,0.27083928991208,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689599999933,0.001624645892080001,59.9542
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,127,212.0,-107.28684807,0.27237509005446,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689600000075,0.0015358001423799728,56.38449999999999
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,128,208.0,-107.65721703,0.27393246059,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689599999933,0.0015573705355400036,50.2704
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,129,204.0,-108.02758598,0.27548597029,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689499999996,0.0015535097000000109,43.5529
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,130,200.0,-108.39795494,0.27701617083,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689600000075,0.0015302005400000263,49.2537
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,131,196.0,-108.7683239,0.27857113400646,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689599999933,0.001554963176459978,49.3534
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,132,192.0,-109.13869286,0.2802647393141,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689600000075,0.0016936053076400115,49.677099999999996
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,133,188.0,-109.50906181,0.28216131586,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689499999996,0.001896576545899975,46.2042
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,134,184.0,-109.87943077,0.28394755367793,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689599999933,0.0017862378179300253,52.58879999999999
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,135,180.0,-110.24979973,0.28563297844,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689600000075,0.0016854247620700091,54.4449
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,136,176.0,-110.62016869,0.28720422315,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689599999933,0.001571244709999975,57.7276
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,137,172.0,-110.99053764,0.28868301168,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689499999996,0.001478788529999997,58.57110000000001
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,138,168.0,-111.3609066,0.29021056986,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689600000075,0.0015275581799999993,56.3229
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,139,164.0,-111.73127556,0.29169033499,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689599999933,0.0014797651300000325,54.6864
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,140,160.0,-112.10164452,0.29318385954,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689599999933,0.0014935245499999583,46.099999999999994
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,141,156.0,-112.47201347,0.29471214118,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689499999996,0.0015282816400000176,45.0794
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,142,152.0,-112.84238243103,0.29619586574,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.37036896103001027,0.0014837245600000104,42.93999999999999
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,143,148.0,-113.21275138855,0.29769422757,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689575200002,0.0014983618300000168,52.936299999999996
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,144,144.0,-113.58312035,0.299212863,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.37036896144999787,0.0015186354299999705,46.6315
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,145,140.0,-113.9534893,0.30069107468366,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689499999996,0.0014782116836600245,41.6478
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,146,136.0,-114.32385826,0.3021472769,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689599999933,0.0014562022163399635,41.7781
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,147,132.0,-114.69422722,0.30357002722,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689600000075,0.0014227503199999991,42.9127
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,148,128.0,-115.06459618,0.30505979443,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689599999933,0.0014897672099999926,44.626599999999996
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,149,124.0,-115.43496513,0.30650200115,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689499999996,0.0014422067200000055,38.391799999999996
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,150,120.0,-115.80533409,0.3079660846,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689600000075,0.0014640834500000421,43.2802
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,151,116.0,-116.17570305,0.30950783807,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689599999933,0.0015417534699999624,50.368300000000005
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,152,112.0,-116.54607201,0.31104930578523,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689600000075,0.001541467715230005,52.25339999999999
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,153,108.0,-116.91644096,0.31258719218,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689499999996,0.0015378863947699828,42.6019
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,154,104.0,-117.28680992,0.31414689478,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689599999933,0.0015597026000000458,50.2456
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,155,100.0,-117.65717888,0.31570370341,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689600000075,0.0015568086299999617,40.4665
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,156,96.0,-118.02754784,0.31755141018,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689599999933,0.0018477067700000127,45.752900000000004
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,157,92.0,-118.39791679,0.31978837751,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689499999996,0.002236967330000006,50.026500000000006
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,158,88.0,-118.76828575,0.3220915866,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689600000075,0.00230320908999998,48.977
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,159,84.0,-119.13865471,0.32456401876,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689599999933,0.0024724321600000376,45.90539999999999
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,160,80.0,-119.50902367,0.32703262179,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689600000075,0.0024686030299999606,49.400000000000006
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,161,76.0,-119.87939262,0.32915187957,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689499999996,0.00211925778000005,33.62800000000001
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,162,72.0,-120.24976158,0.33094421337,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689599999933,0.00179233379999999,34.9052
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,163,68.0,-120.62013053894,0.33260182484,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.37036895894000565,0.0016576114699999867,38.336800000000004
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,164,64.0,-120.99049949646,0.33440455528,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689575200002,0.001802730440000011,40.922000000000004
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,165,60.0,-121.36086845398,0.33641502124,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689575200002,0.0020104659599999852,51.3306
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,166,56.0,-121.73123741,0.33837550442,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.37036895602000186,0.0019604831799999722,56.9162
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,167,52.0,-122.10160637,0.34059262047,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689599999933,0.002217116050000023,49.933699999999995
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,168,48.0,-122.47197533,0.34314603269,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689600000075,0.0025534122199999953,67.7757
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,169,44.0,-122.84234428,0.34579513159,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689499999996,0.0026490989000000353,43.8016
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,170,40.0,-123.21271324,0.34835665685,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689599999933,0.002561525259999975,47.720800000000004
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,171,36.0,-123.5830822,0.35097584082,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689600000075,0.002619183969999994,54.7787
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,172,32.0,-123.95345116,0.35382167614,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689599999933,0.0028458353199999897,42.272999999999996
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,173,28.0,-124.32382011,0.35655977365,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689499999996,0.002738097510000037,54.7474
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,174,24.0,-124.69418907,0.35910077644,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689599999933,0.0025410027899999688,54.6304
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,175,20.0,-125.06455803,0.3619684734,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689600000075,0.002867696959999999,58.691100000000006
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,176,16.0,-125.43492699,0.36505118723,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689599999933,0.003082713830000028,51.37329999999999
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,177,12.0,-125.80529594,0.3681012947,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689499999996,0.0030501074700000075,61.418800000000005
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,178,8.0,-126.1756649,0.37104816939,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689600000075,0.00294687468999999,62.9077
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,179,4.0,-126.54603386,0.37385905225,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689599999933,0.0028108828599999747,104.48599999999999
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,180,0.0,-126.91640282,0.37621241969,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689600000075,0.0023533674400000315,106.28949999999999
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,181,356.0,-127.28677177,0.3784822197,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689499999996,0.0022698000099999893,82.5347
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,182,352.0,-127.65714073,0.38130377749,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689599999933,0.0028215577899999844,87.1034
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,183,348.0,-128.02750969,0.3845280721,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689599999933,0.0032242946100000114,73.8729
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,184,344.0,-128.39787865,0.38799156723896,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689600000075,0.0034634951389599933,57.77139999999999
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,185,340.0,-128.76824760437,0.39128276351,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.37036895437000794,0.00329119627104002,84.9655
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,186,336.0,-129.13861656189,0.39425322932,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.370368957519986,0.002970465809999989,81.1447
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,187,332.0,-129.50898552,0.39664020532417,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689581100207,0.002386976004169983,58.7535
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,188,328.0,-129.87935448,0.39952066788,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689599999791,0.002880462555830021,75.1815
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,189,324.0,-130.24972343,0.40279794912,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689499999996,0.003277281239999985,80.99950000000001
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,190,320.0,-130.62009239,0.40583863929,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689600000075,0.0030406901700000266,94.23140000000001
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,191,316.0,-130.99046135,0.40885514428,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689600000075,0.003016504990000002,100.0062
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,192,312.0,-131.36083031,0.41133437561,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689600000075,0.002479231329999998,81.4691
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,193,308.0,-131.73119926,0.41346019191,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689499999996,0.002125816299999972,83.9316
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,194,304.0,-132.10156822,0.41566852984,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689599999791,0.002208337930000026,79.8628
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,195,300.0,-132.47193718,0.41790718214,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689600000075,0.002238652299999977,64.2283
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,196,296.0,-132.84230614,0.42058171257,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689600000075,0.0026745304299999884,65.2472
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,197,292.0,-133.21267509,0.42295007008,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689499999996,0.00236835751000003,51.597699999999996
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,198,288.0,-133.58304405,0.42533712991,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689600000075,0.0023870598299999823,85.3339
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,199,284.0,-133.95341301,0.42810724277,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689599999791,0.002770112860000007,97.0517
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,200,280.0,-134.32378197,0.43148231904,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689600000075,0.003375076269999999,69.4244
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,201,276.0,-134.69415092,0.43577739723,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689499999996,0.004295078189999968,63.523
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,202,272.0,-135.06451988,0.44055929921,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689600000075,0.004781901980000003,77.94669999999999
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,203,268.0,-135.43488884,0.44549977462,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689600000075,0.004940475410000034,59.0288
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,204,264.0,-135.8052578,0.44964599691768,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689599999791,0.004146222297679969,75.0806
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,205,260.0,-136.17562675,0.45315864393,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689499999996,0.0035126470123200138,68.30170000000001
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,206,256.0,-136.54599571228,0.45617257879,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.37036896227999705,0.0030139348600000115,76.62530000000001
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,207,252.0,-136.9163646698,0.45788769262,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689575200144,0.0017151138300000035,105.37429999999999
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,208,248.0,-137.28673363,0.45880550169,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.37036896019998267,0.0009178090699999975,107.7784
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,209,244.0,-137.65710258,0.4592436342,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689499999996,0.00043813250999996667,92.7545
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,210,240.0,-138.02747154,0.46023803428,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689600000075,0.000994400080000013,103.3038
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,211,236.0,-138.3978405,0.46164793533,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689600000075,0.0014099010499999953,114.2657
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,212,232.0,-138.76820946,0.46392924575,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689600000075,0.0022813104200000156,102.1529
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,213,228.0,-139.13857841,0.46639547144,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689499999996,0.00246622568999999,76.5558
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,214,224.0,-139.50894737,0.46856267467,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689599999791,0.0021672032300000255,108.37100000000001
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,215,220.0,-139.87931633,0.47090264602,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689600000075,0.0023399713499999697,101.4096
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,216,216.0,-140.24968529,0.47331378495,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689600000075,0.002411138930000001,118.8996
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,217,212.0,-140.62005424,0.47580875678,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689499999996,0.0024949718300000256,121.096
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,218,208.0,-140.9904232,0.47935041161,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689600000075,0.0035416548300000184,119.5572
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,219,204.0,-141.36079216,0.48342135434,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689599999791,0.004070942729999971,125.2187
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,1,Beam1,220,200.0,-141.73116112,0.48791915779,1400.0,-150.0,150.0,-150.0,150.0,-4.0,-0.3703689600000075,0.004497803450000004,120.7098
