source_path,plan_label,plan_name,manufacturer,manufacturer_model_name,supported,reason,warning_count,total_beams,longitudinal_travel_mm,total_rotation_deg,rotations,travel_per_rotation_mm,projection_pitch_mean,projection_pitch_cv,projection_mu_density_mean_proxy,projection_mu_density_cv_proxy,projection_aperture_change_mean,projection_aperture_change_cv,projection_leaf_travel_mean,projection_leaf_travel_cv,theta_z_coupling_cv,mu_z_coupling_cv_proxy,mlc_z_coupling_cv,axial_travel_mm,gantry_rotation_deg,mm_per_deg,mm_per_rotation,pitch_consistency,mu_per_mm,aperture_change_per_mm,leaf_travel_per_mm,coupled_modulation_index
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,A10FSVMATax2.5-20260321,WisdomTech Medical Systems,DeepPlan,True,,0,2,299.99914646,3240.0,9.0,33.333238495555555,0.09259232915432099,7.179869807526853e-06,0.006666684672834058,0.3890787825984615,23.754473461404146,1.0623671424615013,370.846137000132,0.41778179636257556,7.179869807526853e-06,0.3890787825984615,0.41778179636257556,299.99914646,3240.0,0.09259232915432099,33.333238495555555,7.179869807526853e-06,0.0066666856342761874,23.75446225127912,370.84603043973743,0.5592548912446308
