source_path,plan_label,plan_name,beam_number,beam_name,supported,reason,longitudinal_travel_mm,total_rotation_deg,rotations,travel_per_rotation_mm,projection_pitch_mean,projection_pitch_cv,projection_mu_density_mean_proxy,projection_mu_density_cv_proxy,projection_aperture_change_mean,projection_aperture_change_cv,projection_leaf_travel_mean,projection_leaf_travel_cv,projection_leaf_travel_mean_mlcx1,projection_leaf_travel_cv_mlcx1,projection_leaf_travel_mean_mlcx2,projection_leaf_travel_cv_mlcx2,theta_z_coupling_cv,mu_z_coupling_cv_proxy,mlc_z_coupling_cv,mlcx1_z_coupling_cv,mlcx2_z_coupling_cv,axial_travel_mm,gantry_rotation_deg,mm_per_deg,mm_per_rotation,pitch_consistency,mu_per_mm,aperture_change_per_mm,leaf_travel_per_mm,coupled_modulation_index
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,A10FSVMATax2.5-20260321,1,Beam1,True,,149.99957323,1620.0,4.5,33.333238495555555,0.09259232915432099,7.179869807526853e-06,0.006666684488933054,0.37111896067756944,21.15742391359243,1.0570598660324093,386.36642872328423,0.3913788597793574,179.84098881063096,0.43892378627728207,206.52543991265324,0.40032925681001735,7.179869807526853e-06,0.37111896067756944,0.3913788597793574,0.43892378627728207,0.40032925681001735,149.99957323,1620.0,0.09259232915432099,33.333238495555555,7.179869807526853e-06,0.0066666856342761874,21.15741486233292,386.3663925972357,0.555740676720984
D:\Obsidian\Web Clipper\001_inbox\RTPLAN_57661.dcm,NewPlan,A10FSVMATax2.5-20260321,2,Beam11,True,,149.99957323,1620.0,4.5,33.333238495555555,0.09259232915432099,7.179869807526853e-06,0.006666684856735064,0.40624538601161087,26.351523009215867,1.0461954017149364,355.3258452769798,0.44195004469213095,168.82183075630095,0.46866845331449486,186.50401452067882,0.4713689795532417,7.179869807526853e-06,0.40624538601161087,0.44195004469213095,0.46866845331449486,0.4713689795532417,149.99957323,1620.0,0.09259232915432099,33.333238495555555,7.179869807526853e-06,0.0066666856342761874,26.351509640225103,355.325668282236,0.5623815652035316
